Identifiant,Annee,NUM_SAGO,Entreprise,Etablissement,SCIAN,Adresse,Region,Mun,Longitude,Latitude,Emissions_totales,Emissions_bio_combustion,Emissions_bio_autres,Emissions_totales_sans_bio,Note
1375,2013,55280283,Bridgestone Canada inc.,Bridgestone Canada inc.,326210 : Fab. de pneus,"1200, boulevard de la Firestone Joliette (Québec), J6E 2W5",Lanaudière,Joliette,-73.42133333,46.0358,23788,0,0,23788,
1380,2013,11222528,Université de Montréal,Université de Montréal,611310 : Universités,"2700, boulevard Édouard-Montpetit Montréal (Québec), H3T 1J4",Montréal,Montréal,-73.61288625,45.50317902,14236,0,0,14236,
1383,2013,16457459,Matériaux spécialisés Louiseville inc.,Matériaux spécialisés Louiseville inc.,321216 : Usines de panneaux de particules & de fibres,"161, rue Saint-Paul Louiseville (Québec), J5V 2G9",Mauricie,Louiseville,-72.95058755,46.25804511,6289,0,0,6289,
1384,2013,X2087454,Diageo Canada inc.,Diageo Canada inc. (entrepôt Saint-Thomas),312140 : Distilleries,"825, boulevard des Érables Salaberry-de-Valleyfield (Québec), J6T 6G3",Montérégie,Salaberry-de-Valleyfield,-74.0845,45.2332,111,0,0,111,
1385,2013,53593398,La Compagnie Commonwealth Plywood ltée,La compagnie Commonwealth Plywood ltée (Division sciage et déroulage à Belleterre),321211 : Usines de placages & contreplaqués de feuillus,"417, chemin Lac au sable Belleterre (Québec), J0Z 1L0",Abitibi-Témiscamingue,Belleterre,-78.68559803,47.38165024,12759,12510,0,249,
1386,2013,11560620,Sanimax aci inc.,Sanimax aci inc.,311614 : Fonte graisse animale & transf. de viande carc.,"2001, avenue de la Rotonde Lévis (Québec), G6X 2L9",Chaudière-Appalaches,Lévis,-71.27384678,46.70407609,31395,19050,0,12345,
1387,2013,11739596,"MPI Moulin à papier de Portneuf, inc.","MPI Moulin à papier de Portneuf, inc.",322121 : Usines de papier (sauf papier journal),"200, rue du Moulin Portneuf (Québec), G0A 2Y0",Capitale-Nationale,Portneuf,-71.87841111,46.70709444,6063,0,0,6063,
1388,2013,53859047,Bombardier inc.,BOMBARDIER INC.,336410 : Fab. de produits aérospatiaux & de leurs pièces,"1800, boulevard Marcel-Laurin Montréal (Québec), H4R 1K2",Montréal,Montréal,-73.6993911,45.51403393,20990,0,0,20990,
1390,2013,90308982,Société en commandite Boralex Énergie,Centrale énergétique Boralex Senneterre,221119 : Autres activités de production d'électricité,"190, chemin Saint-Pierre Senneterre (Québec), J0Y 2M0",Abitibi-Témiscamingue,Senneterre,-77.22298056,48.38363333,230656,225507,0,5149,
1396,2013,53968913,PF Résolu Canada inc.,PF Résolu Canada inc. - Usine de Gatineau,322111 : Usines de pâte mécanique,"79, rue Main Gatineau (Québec), J8P 4X6",Outaouais,Gatineau,-75.65260556,45.47924722,205428,183763,0,21665,
1398,2013,26241968,La Compagnie Commonwealth Plywood ltée,La compagnie Commonwealth Plywood Ltée (Shawinigan),321211 : Usines de placages & contreplaqués de feuillus,"1155, avenue de la Fonderie Shawinigan (Québec), G9N 1W9",Mauricie,Shawinigan,-72.75086111,46.54605556,17523,17180,0,343,
1401,2013,X1501545,La Compagnie Commonwealth Plywood ltée,Piscines Okéanos,321999 : Fab. de tous les autres produits divers en bois,"805, rue Christini Lachute (Québec), J8H 4N3",Laurentides,Lachute,-74.30345879,45.64264247,19076,18702,0,374,
1402,2013,X2130323,Rolls-Royce Canada limitée,Rolls-Royce Canada Ltée,336410 : Fab. de produits aérospatiaux & de leurs pièces,"9500, chemin de la Côte-de-Liesse Montréal (Québec), H8T 1A2",Montréal,Montréal,-73.70914193,45.46865795,11391,0,0,11391,
1403,2013,54740949,PF Résolu Canada inc.,PF Résolu Canada  inc.  (Usine Normandin),321111 : Scieries sauf usines de bard. & bard. de fente,"1165, rue Industrielle Normandin (Québec), G8M 4S9",Saguenay--Lac-Saint-Jean,Normandin,-72.51622037,48.82946376,36854,36105,0,749,
1408,2013,27305903,Arcelormittal Coteau-du-Lac inc.,ArcelorMittal Coteau-du-Lac SEC,"332810 : Revêt., gravure, trait. therm. & act. analogues","25, rue de l'Acier Coteau-du-Lac (Québec), J0P 1B0",Montérégie,Coteau-du-Lac,-74.20408333,45.30122222,12483,0,0,12483,
1420,2013,29260064,Tafisa Canada inc.,Tafisa Canada inc.,321216 : Usines de panneaux de particules & de fibres,"4660, rue Villeneuve Lac-Mégantic (Québec), G6B 2C3",Estrie,Lac-Mégantic,-70.866775,45.585755,153526,150206,0,3320,
1422,2013,54903323,PF Résolu Canada inc.,Produits forestiers Résolu (Scierie des Outardes),321111 : Scieries sauf usines de bard. & bard. de fente,,Côte-Nord,Pointe-aux-Outardes,-68.40725703,49.1778866,63173,60401,0,2772,
1425,2013,90499278,PF Résolu Canada inc.,PF Résolu Canada inc. (Saint-Prime),321111 : Scieries sauf usines de bard. & bard. de fente,"714, rue Principale Saint-Prime (Québec), G8J 1T8",Saguenay--Lac-Saint-Jean,Saint-Prime,-72.33975,48.59755833,19804,19320,0,484,
1428,2013,51615177,Papiers de Publication Kruger inc.,Kruger Sherbrooke (secteur Brompton),322122 : Usines de papier journal,"220, route de Windsor Sherbrooke (Québec), J1C 0E6",Estrie,Sherbrooke,-71.95555556,45.48194444,9499,0,0,9499,
1429,2013,90369174,Produits forestiers Mauricie S.E.C.,Produits Forestiers Mauricie S.E.C.,321111 : Scieries sauf usines de bard. & bard. de fente,"2419, route 155 Sud La Tuque (Québec), G9X 3N8",Mauricie,La Tuque,-72.88870278,47.21346944,18283,16274,0,2009,
1432,2013,X2097090,Kruger Énergie Bromptonville S.E.C.,Kruger Énergie Bromptonville S.E.C.,221119 : Autres activités de production d'électricité,"220, route de Windsor Sherbrooke (Québec), J1C 0E6",Estrie,Sherbrooke,-71.9528389,45.4805214,293947,256525,0,37422,
1435,2013,54604582,Darling International Canada inc.,Rothsay division de Darling International Canada inc. (usine Ste-Catherine),311614 : Fonte graisse animale & transf. de viande carc.,"605, 1e Avenue Sainte-Catherine (Québec), J5C 1C5",Montérégie,Sainte-Catherine,-73.58670833,45.40594444,14096,9689,0,4407,
1437,2013,26313577,Produits Forestiers Petit-Paris inc.,Scierie Produits Forestiers Petit-Paris Inc.,321111 : Scieries sauf usines de bard. & bard. de fente,"75, chemin de Chute-des-Passes Saint-Ludger-de-Milot (Québec), G0W 2B0",Saguenay--Lac-Saint-Jean,Saint-Ludger-de-Milot,-71.77014735,48.90178251,12152,8366,0,3786,
1440,2013,X2124650,ArcelorMittal Infrastructure Canada s.e.n.c.,Voies d'évitement /chemin de fer d'ArcelorMittal  - Port-Cartier- mine de Mont-Wright,488210 : Activités de soutien au transport ferroviaire,,Côte-Nord,Port-Cartier,-66.79168165,50.03470535,17145,0,0,17145,
1451,2013,90473620,Produits forestiers Arbec inc.,"Scierie Port-Cartier - Arbec, Usine Port-Cartier inc.",321111 : Scieries sauf usines de bard. & bard. de fente,"175, boulevard Portage-des-Mousses Port-Cartier (Québec), G5B 2V9",Côte-Nord,Port-Cartier,-66.82313236,50.02571339,62963,59152,0,3811,
1452,2013,X0900848,ArcelorMittal Exploitation Minière Canada s.e.n.c.,Mine Mont-Wright (Arcelormittal Mines Canada inc.),212210 : Extraction de minerais de fer,,Côte-Nord,Fermont,-67.32618023,52.76969095,256885,0,0,256885,
1453,2013,18905786,J.M. Champeau inc.,J.M. Champeau inc.,321111 : Scieries sauf usines de bard. & bard. de fente,"491, route 253 Saint-Malo (Québec), J0B 2Y0",Estrie,Saint-Malo,-71.51361111,45.19880556,1877,1766,0,111,
1454,2013,X0600851,Lallemand inc.,Lallemand inc.,311990 : Fab. de tous les autres aliments,"1620, rue Préfontaine Montréal (Québec), H1W 2N8",Montréal,Montréal,-73.54499197,45.53935699,54413,0,44184,10229,
1456,2013,54126479,Briques Hanson ltée,Briques Forterra ltée / Briques Meridian Canada ltée,327990 : Fab. de tous les autres prod. miné. non métall.,"955, chemin Saint-José La Prairie (Québec), J5R 3A9",Montérégie,La Prairie,-73.49273889,45.404975,11122,0,0,11122,
1465,2013,18645424,Groupe Lebel inc.,Groupe Lebel (2004) inc.,321111 : Scieries sauf usines de bard. & bard. de fente,"1, rue Mitis Price (Québec), G0J 1Z0",Bas-Saint-Laurent,Price,-68.11715672,48.59188172,10863,10650,0,213,
1466,2013,90039330,Ville de Chibougamau,Lieu d'enfouissement sanitaire de Chibougamau (Exploitation terminée),562210 : Traitement & élimination des déchets,,Nord-du-Québec,Chibougamau,-74.36773889,49.95856944,15061,0,1741,13320,
1471,2013,51932317,Sivaco Wire Group 2004 L.P.,Sivaco,331222 : Étirage de fils d'acier,"800, rue Ouellette Marieville (Québec), J3M 1P5",Montérégie,Marieville,-73.1675,45.43694444,15130,0,0,15130,
1472,2013,90351537,Bois d'oeuvre Cédrico inc.,Bois d'oeuvre Cédrico inc. - Usine Causap,321111 : Scieries sauf usines de bard. & bard. de fente,"562, route 132 Est Causapscal (Québec), G0J 1J0",Bas-Saint-Laurent,Causapscal,-67.23787542,48.33772094,20829,19429,0,1400,
10940,2013,55589303,Kraft Canada inc.,Kraft Canada inc.,311990 : Fab. de tous les autres aliments,"8600, chemin Devonshire Mont-Royal (Québec), H4P 2K9",Montréal,Mont-Royal,-73.67233207,45.49546487,16225,0,0,16225,
10941,2013,90137449,"Société de Cogénération de St-Félicien, Société en commandite","Société de Cogénération de St-Félicien, Société en commandite",221119 : Autres activités de production d'électricité,"1250, rue de l'Énergie Saint-Félicien (Québec), G8K 3J2",Saguenay--Lac-Saint-Jean,Saint-Félicien,-72.43593514,48.63548571,354302,347068,0,7234,
10942,2013,X2140437,La centrale de chauffage S.E.N.C.,La centrale de chauffage S.E.N.C.,221330 : Production de vapeur & conditionnement de l'air,"767, rue Jacques-Cartier Est Saguenay (Québec), G7H 6A3",Saguenay--Lac-Saint-Jean,Saguenay,-71.04475582,48.42514113,10691,0,0,10691,
10944,2013,90232711,Groupe Lebel inc.,Groupe Lebel inc. Dégelis,321111 : Scieries sauf usines de bard. & bard. de fente,"566, avenue Guérette Dégelis (Québec), G5T 1G5",Bas-Saint-Laurent,Dégelis,-68.6441,47.55181,9692,9502,0,190,
10946,2013,19356310,La Brasserie Labatt limitée,La Brasserie Labatt limitée (Lasalle),312120 : Brasseries,"50, avenue Labatt Montréal (Québec), H8R 3E7",Montréal,Montréal,-73.642725,45.42553333,13845,0,1889,11956,
10947,2013,52660727,"Axiall Canada, Inc.",Axiall Canada inc.; Produits chimiques Westlake Canada inc.,325181 : Fab. d'alcalis & de chlore,"31, rue de l'Industrie Beauharnois (Québec), J6N 0S3",Montérégie,Beauharnois,-73.89181944,45.31158333,6407,0,0,6407,
10950,2013,24300311,Les Chantiers de Chibougamau ltée,Les chantiers de Chibougamau ltée,321111 : Scieries sauf usines de bard. & bard. de fente,"521, chemin Merrill Chibougamau (Québec), G8P 2K7",Nord-du-Québec,Chibougamau,-74.36995238,49.93111444,37943,36469,0,1474,
10951,2013,90168949,Société en commandite Gazmont,Société Gazmont,221119 : Autres activités de production d'électricité,"2475, rue des Regrattiers Montréal (Québec), H1Z 4P2",Montréal,Montréal,-73.617725,45.55894167,87806,48938,33470,5398,
10966,2013,51543981,Canada malting co. Limited,Canada Maltage Cie limitée,311214 : Usinage du riz & malterie,"205, rue Riverside Montréal (Québec), H3C 2H9",Montréal,Montréal,-73.547072,45.490577,9465,0,0,9465,
10967,2013,90380767,CEPSA Chimie Bécancour inc.,CEPSA Chimie Bécancour inc.,325110 : Fab. de produits pétrochimiques,"5250, boulevard Bécancour Bécancour (Québec), G9H 3X3",Centre-du-Québec,Bécancour,-72.361686,46.379501,47365,0,0,47365,
10980,2013,90234220,Complexe Enviro Connexions Ltée,Complexe Enviro Connexions Ltée,562210 : Traitement & élimination des déchets,"3779, chemin des Quarante-Arpents Terrebonne (Québec), J6V 9T6",Lanaudière,Terrebonne,-73.53000215,45.74538149,579984,287636,22999,269349,
10981,2013,17005919,Gestion Valbec inc.,Scierie Landrienne inc.,321111 : Scieries sauf usines de bard. & bard. de fente,"389, chemin du Moulin Landrienne (Québec), J0Y 3W0",Abitibi-Témiscamingue,Landrienne,-77.95011,48.5548,19907,19517,0,390,
10982,2013,X0601002,De luxe produits de papier inc.,De Luxe Produits de papier ltée,323119 : Autres activités d'impression,"200, avenue Marien Montréal-Est (Québec), H1B 4V2",Montréal,Montréal-Est,-73.50479038,45.6335476,1447,0,0,1447,
10983,2013,23184336,Boisaco inc.,Boisaco inc. -Scierie,321111 : Scieries sauf usines de bard. & bard. de fente,"648, chemin du Moulin Sacré-Coeur (Québec), G0T 1Y0",Côte-Nord,Sacré-Coeur,-69.88287657,48.28091303,31024,28858,0,2166,
10984,2013,11173002,Promoflex International inc.,Promoflex International inc.,323119 : Autres activités d'impression,"8970, rue du Champ-d'Eau Montréal (Québec), H1P 2Y8",Montréal,Montréal,-73.59371543,45.60616694,107,0,0,107,
10985,2013,28283505,WM Québec inc.,Régie intermunicipale Argenteuil-Deux-Montagnes (RIADM),562210 : Traitement & élimination des déchets,"6985, chemin des Sources Lachute (Québec), J8H 2C5",Laurentides,Lachute,-74.24284543,45.60974735,249606,0,25665,223941,
10987,2013,19032028,WM Québec inc.,Lieu d'enfouissement technique (WM Québec inc.),562210 : Traitement & élimination des déchets,"2535, 1e Rue Sainte-Sophie (Québec), J5J 2R7",Laurentides,Sainte-Sophie,-73.9036891,45.78102757,108397,45939,33602,28856,
10988,2013,90192055,WM Québec inc.,"WM Québec inc., LET de Saint-Nicéphore",562210 : Traitement & élimination des déchets,"25, rue Gagnon Drummondville (Québec), J2A 3H3",Centre-du-Québec,Drummondville,-72.37273398,45.81656649,271965,137729,92825,41411,
10989,2013,16426611,WM Québec inc.,Lieu d'enfouissement sanitaire (Bestan inc.),562210 : Traitement & élimination des déchets,"1994, chemin d'Ayer's Cliff Magog (Québec), J1X 3W2",Estrie,Magog,-72.148278,45.217652,59530,0,10097,49433,
10990,2013,16358459,Sanimax Lom inc.,Sanimax lom inc. (Usine d'équarissage),311614 : Fonte graisse animale & transf. de viande carc.,"9900, 6e Rue (R.-d.-P.) Montréal (Québec), H1C 1G2",Montréal,Montréal,-73.55685175,45.65186726,28329,0,0,28329,
11004,2013,53093738,Formica Canada inc.,Formica Canada inc.,321217 : Usines de panneaux de copeaux,"25, rue Mercier Saint-Jean-sur-Richelieu (Québec), J3B 6E9",Montérégie,Saint-Jean-sur-Richelieu,-73.25688056,45.29683611,13029,0,0,13029,
11014,2013,13821814,Université McGill,Université McGill (Campus centre-ville),611310 : Universités,"845, rue Sherbrooke Ouest Montréal (Québec), H3A 2T5",Montréal,Montréal,-73.58231282,45.50309939,31483,0,0,31483,
11015,2013,X2140669,Université McGill,Campus Macdonald,611310 : Universités,"21111, rue Lakeshore Sainte-Anne-de-Bellevue (Québec), H9X 3V9",Montréal,Sainte-Anne-de-Bellevue,-73.93997575,45.42942543,4305,0,0,4305,
11018,2013,12802351,Industries Rehau inc.,Industries Rehau inc.,326121 : Fab. de profilés non renforcés en plastique,"625 - 650, avenue Lee 19151, rue Cruickshank Baie-d'Urfé (Québec), H9X 3S3",Montréal,Baie-D'Urfé,-73.9097953,45.43017339,351,0,0,351,
11023,2013,11328515,Corporation emballages flexibles Sonoco Canada,Corporation Emballages flexibles Sonoco Canada,326111 : Fab. de sacs non renforcés en plastique,"100, rue Langlois Terrebonne (Québec), J6W 1K8",Lanaudière,Terrebonne,-73.62355556,45.69802222,1285,0,0,1285,
11026,2013,X2020596,Dépôt Rive-Nord inc.,Dépôt Rive-Nord inc.                                               (Saint-Thomas),562210 : Traitement & élimination des déchets,"1001, chemin St-Joseph Saint-Thomas (Québec), J0K 1A0",Lanaudière,Saint-Thomas,-73.25403889,46.06319444,64945,0,8045,56900,
11028,2013,X2127236,EBI Énergie inc.,EBI énergie inc.,221119 : Autres activités de production d'électricité,"900, chemin Saint-Joseph Saint-Thomas (Québec), J0K 3L0",Lanaudière,Saint-Thomas,-73.25403889,46.06319444,95449,50423,44978,48,
11031,2013,21557301,9299-9465 Québec inc.,Bois Daaquam inc.,321111 : Scieries sauf usines de bard. & bard. de fente,"370, route 204 Saint-Just-de-Bretenières (Québec), G0R 3H0",Chaudière-Appalaches,Saint-Just-de-Bretenières,-70.06021763,46.58824293,6544,5094,0,1450,
11033,2013,X1606013,Les Produits chimiques Aldex cie ltée,Les Produits chimiques Aldex cie ltée,325210 : Fab. de résines & de caoutchouc synthétique,"630, rue Laurent Granby (Québec), J2G 8V1",Estrie,Granby,-72.75475,45.39158333,530,0,0,530,
11044,2013,13343850,8035806 Canada inc.,Groupe Lebel inc. Division Vallée des Lacs,321111 : Scieries sauf usines de bard. & bard. de fente,"4, rue Saint-Marc Saint-Michel-du-Squatec (Québec), G0L 4H0",Bas-Saint-Laurent,Saint-Michel-du-Squatec,-68.72725403,47.87937139,2862,2806,0,56,
11045,2013,90282864,"Chapais Énergie, société en commandite",Chapais Énergie - Usine de cogénération,221119 : Autres activités de production d'électricité,"140, rue de la Cogénération Chapais (Québec), G0W 1H0",Nord-du-Québec,Chapais,-74.85699722,49.77199167,348263,340655,0,7608,
11077,2014,X1202356,Ville de Lévis,Incinérateur de ville de Lévis,562210 : Traitement & élimination des déchets,"3451, rue Vulcain Lévis (Québec), G6W 0K8",Chaudière-Appalaches,Lévis,-71.17734137,46.74986945,20870,10716,0,10154,
11082,2014,21620133,Cascades Canada ULC,ancienne cartonnerie Cascades vendue et démantelée,322130 : Usines de carton,"4010, chemin Saint-André Saguenay (Québec), G7Z 1A2",Saguenay--Lac-Saint-Jean,Saguenay,-71.2525781,48.43489599,64886,44030,0,20856,
11083,2014,90414822,Louisiana-Pacific Canada ltd.,Usine et sablière (Louisiana-Pacific Canada Ltd),321217 : Usines de panneaux de copeaux,"1012, chemin du Parc-Industriel Bois-Franc (Québec), J9E 3A9",Outaouais,Bois-Franc,-75.91563333,46.50236111,115676,109760,0,5916,
11084,2014,11307774,Zinc Électrolytique du Canada limitée,Zinc Électrolytique du Canada limitée,331410 : Fonte & affinage métaux non ferreux (sauf Al),"860, boulevard Gérard-Cadieux Salaberry-de-Valleyfield (Québec), J6T 6L4",Montérégie,Salaberry-de-Valleyfield,-74.10305556,45.22805556,45455,0,0,45455,
11085,2014,54584552,PF Résolu Canada inc.,"PF Résolu Canada inc., division Clermont",322122 : Usines de papier journal,"100, rue de la Donohue Clermont (Québec), G4A 1A7",Capitale-Nationale,Clermont,-70.22531482,47.69885312,18130,5784,0,12346,
11087,2014,55133573,Compagnie de gestion Alcoa-Lauralco,Compagnie de gestion Alcoa-Lauralco,331313 : Production primaire d'alumine & d'aluminium,"1, boulevard des Sources Deschambault-Grondines (Québec), G0A 1S0",Capitale-Nationale,Deschambault-Grondines,-71.94694444,46.69388889,467759,0,0,467759,
11090,2014,X2085416,Canadian Royalties inc.,Nunavik Nickel,212232 : Extraction de minerais de nickel-cuivre,,Nord-du-Québec,Rivière-Koksoak                                           ,-73.42954464,61.56159075,64491,0,0,64491,
11092,2014,X2117716,Glencore Canada Corporation,Mine Bracemac-McLeod,212233 : Extraction de minerais de cuivre-zinc,"500, boulevard Industriel Matagami (Québec), J0Y 2A0",Nord-du-Québec,Eeyou Istchee Baie-James,-77.69541667,49.69133333,15081,0,0,15081,
11093,2014,X2091162,Hydrogenal II inc.,Air Liquide Canada inc (plan 2),325120 : Fab. de gaz industriels,"5425, boulevard Raoul-Duchesne Bécancour (Québec), G9H 2T9",Centre-du-Québec,Bécancour,-72.375401,46.381865,47472,0,0,47472,
11094,2014,90404385,Alcoa Canada Cie,Alcoa Canada Cie - Aluminerie de Baie-Comeau,331313 : Production primaire d'alumine & d'aluminium,"100, route Maritime Baie-Comeau (Québec), G4Z 2L6",Côte-Nord,Baie-Comeau,-68.14733428,49.25562657,495710,0,0,495710,
